,Education,Marital_Status,Income($),Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Postgraduate,no_of_children,Parent,family_size,custm_tot_purchase($),AggClusters
2077,Basic,Widow,22123.0,0,0,2014-03-27,77,3,3,24,34,7,31,1,2,1,3,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,54,Graduation_or_Basic,0,0,1,102,Cluster4
2078,Graduation,Married,51381.5,1,1,2013-03-03,82,71,1,16,0,0,9,4,2,1,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,43,Graduation_or_Basic,2,1,4,97,Cluster2
2079,Master,Married,51381.5,0,1,2013-06-23,83,161,0,22,0,0,24,2,4,1,4,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,60,Phd_or_Master,1,1,3,207,Cluster2
2080,Graduation,Married,27803.0,1,0,2012-08-26,40,8,26,46,38,9,49,2,3,0,4,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,41,Graduation_or_Basic,1,1,3,176,Cluster4
2081,Graduation,Single,51381.5,0,1,2013-10-18,95,264,0,21,12,6,147,3,6,1,5,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,59,Graduation_or_Basic,1,1,2,450,Cluster3
2082,Graduation,Married,51651.0,0,1,2012-11-07,32,293,6,23,13,6,92,4,6,2,5,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,54,Graduation_or_Basic,1,1,3,433,Cluster2
2083,Graduation,Married,68487.0,0,0,2013-01-13,48,758,12,385,33,89,89,1,9,7,13,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,26,Graduation_or_Basic,0,0,2,1366,Cluster1
2084,Master,Widow,51381.5,0,0,2013-10-30,75,532,126,490,164,126,126,1,5,5,11,1,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,71,Phd_or_Master,0,0,1,1564,Cluster1
2085,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,45,Graduation_or_Basic,1,1,3,1001,Cluster3
2086,Master,Married,87000.0,0,0,2012-12-15,61,196,25,607,67,17,49,1,4,6,7,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,22,Phd_or_Master,0,0,2,961,Cluster1
2087,Graduation,Married,79823.0,0,1,2014-03-31,6,835,73,380,114,73,43,1,6,9,7,2,customer did not accept the offer in the 3rd campaign,customer accepted the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,55,Graduation_or_Basic,1,1,3,1518,Cluster3
2088,Graduation,Single,30828.0,1,0,2013-10-04,16,16,11,15,2,0,12,2,1,1,4,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,34,Graduation_or_Basic,1,1,2,56,Cluster4
2089,Master,Married,34109.0,0,1,2013-11-06,39,9,1,5,2,1,4,1,0,0,3,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,43,Phd_or_Master,1,1,3,22,Cluster4
2090,Master,Divorced,53367.0,1,1,2013-08-31,2,229,7,140,10,3,11,7,5,1,8,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,40,Phd_or_Master,2,1,3,400,Cluster2
2091,Basic,Married,22390.0,0,0,2013-10-21,49,0,1,4,15,1,5,1,1,0,2,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,45,Graduation_or_Basic,0,0,2,26,Cluster4
2092,Graduation,Married,71322.0,0,1,2014-05-02,31,121,24,124,24,15,42,1,4,1,7,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,38,Graduation_or_Basic,1,1,3,350,Cluster3
2093,Graduation,Single,79244.0,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer accepted the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,21,Graduation_or_Basic,0,0,1,1216,Cluster1
2094,Master,Married,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,65,Phd_or_Master,1,1,3,874,Cluster3
2095,PhD,Married,48699.0,1,1,2013-05-21,90,26,1,10,2,0,1,1,1,0,3,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,64,Phd_or_Master,2,1,4,40,Cluster2
2096,Graduation,Married,80144.0,0,0,2013-09-30,47,240,132,445,250,192,108,1,3,7,8,1,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,39,Graduation_or_Basic,0,0,2,1367,Cluster1
2097,Graduation,Single,54252.0,1,1,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,58,Graduation_or_Basic,2,1,3,264,Cluster2
2098,Master,Married,81929.0,1,0,2012-09-29,60,1486,55,278,49,0,185,2,4,4,10,6,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,38,Phd_or_Master,1,1,3,2053,Cluster3
2099,Graduation,Married,76068.0,0,1,2012-11-29,67,1115,12,128,33,12,76,1,2,3,4,6,customer did not accept the offer in the 3rd campaign,customer accepted the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer accepted the offer in the 2nd campaign,customer did not complain in the last 2 years,0,39,Graduation_or_Basic,1,1,3,1376,Cluster3
2100,Master,Married,53204.0,1,1,2014-03-20,40,29,0,8,2,0,6,1,1,0,3,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,38,Phd_or_Master,2,1,4,45,Cluster2
2101,PhD,Married,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,65,Phd_or_Master,1,1,3,976,Cluster3
2102,Master,Married,14796.0,1,0,2012-09-17,1,13,3,8,7,4,16,2,1,0,3,9,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,30,Phd_or_Master,1,1,3,51,Cluster4
2103,PhD,Married,78128.0,0,1,2014-02-19,89,934,24,230,16,24,36,2,8,4,6,3,customer did not accept the offer in the 3rd campaign,customer accepted the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,40,Phd_or_Master,1,1,3,1264,Cluster3
2104,Basic,Married,14188.0,0,0,2013-02-28,40,2,7,11,16,12,27,1,2,0,4,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,42,Graduation_or_Basic,0,0,2,75,Cluster4
2105,Basic,Married,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,28,Graduation_or_Basic,1,1,3,57,Cluster4
2106,Master,Married,58646.0,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,52,Phd_or_Master,1,1,3,140,Cluster2
2107,Graduation,Divorced,72967.0,0,1,2012-12-15,1,158,35,179,0,0,125,2,7,2,8,5,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,44,Graduation_or_Basic,1,1,2,497,Cluster3
